Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,ratingsCount,Price
Jesus Land,"""A page turner...heart–stopping and enraging...focused, justified, and without a trace of self–pity. Shot through with poignancy."" —New York Times Book Review Over a decade after its first publication, Jesus Land remains deeply resonant with readers. Now with a new preface by the author, this New York Times bestselling memoir is a gripping tale of rage and redemption, hope and humor, morality and malice—and most of all, the truth: that being a good person takes more than just going to church. Julia and her adopted brother, David, are sixteen years old. Julia is white. David is black. It is the mid–1980s and their family has just moved to rural Indiana, a landscape of cottonwood trees, trailer parks, and an all–encompassing racism. At home are a distant mother—more involved with her church's missionaries than her own children—and a violent father. In this riveting and heartrending memoir Julia Scheeres takes us from the Midwest to a place beyond imagining. Surrounded by natural beauty, Escuela Caribe—a religious reform school in the Dominican Republic—is characterized by a disciplinary regime that extracts repentance from its students by any means necessary. Julia and David strive to make it through these ordeals and their tale is relayed here with startling immediacy, extreme candor, and wry humor.",Julia Scheeres,http://books.google.com/books/content?id=T90REAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=T90REAAAQBAJ&pg=PT16&dq=Jesus+Land&hl=&cd=1&source=gbs_api,Catapult,2012-10-30,https://play.google.com/store/books/details?id=T90REAAAQBAJ&source=gbs_api,2.0,29.704370023320795
"Metafisica 4 en 1, Volume 1 (Spanish Edition)","""Awaken to the fact that your thought and feeling in the past have built—created—the inharmony of your world today. Arise! I say, Arise! and walk with the Father—the “I AM”—that you may be free from these limitations. Life, in all Its Activities everywhere manifest, is God in Action; and it is only through lack of the understanding of applied thought and feeling that mankind is constantly interrupting the pure flow of that Perfect Essence of Life which would, without interference, naturally express Its Perfection everywhere.""","Godfre Ray King, St. Germain",http://books.google.com/books/content?id=vx6cBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=vx6cBQAAQBAJ&pg=PP1&dq=Metafisica+4+en+1,+Volume+1+(Spanish+Edition)&hl=&cd=1&source=gbs_api",Clearfield Group,1984,https://play.google.com/store/books/details?id=vx6cBQAAQBAJ&source=gbs_api,4.0,29.704370023320795
The Diary of a Madman and Other Stories,"Illuminates the Russian writer's thoughts on madness, bureaucracy, and illusion in these five tales, including ""The Nose,"" ""The Carriage,"" ""The Overcoat,"" and ""Taras Bulba.""","Nikolaĭ Vasilʹevich Gogolʹ, Priscilla Meyer",http://books.google.com/books/content?id=ONQ2MQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ONQ2MQEACAAJ&dq=The+Diary+of+a+Madman+and+Other+Stories&hl=&cd=1&source=gbs_api,Signet Classic,2013,http://books.google.com/books?id=ONQ2MQEACAAJ&dq=The+Diary+of+a+Madman+and+Other+Stories&hl=&source=gbs_api,5.0,29.704370023320795
Not on Love Alone: A Year of Delicious Dinners and More for Newlyweds,"What could be nicer for newlyweds than to sit down to a lovely meal they made together? Not On Love Alone makes it easy. It is a cookbook for newlyweds, organized chronologically around the first year of marriage. Starting in January, each month has a main dinner menu that is based on seasonal ingredients, and a smaller menu, ranging from breakfast to lunch to drinks or dessert, for when a full menu is too much to tackle. There are also dozens of cooking tips, ingredient notes, shopping aids, and equipment pointers sprinkled throughout, accompanied by the author’s own charming drawings. Having learned to cook as a young girl at her food-lover father’s side, Jessie Carry Saunders writes with a tone that is both surefooted and casual. So, break out that new Cuisinart! Saunders is determined to persuade every newly married couple that they can cook, and — with her mix of delicious recipes and cooking tips — to encourage one and all that they can be relaxed about making great meals.",Jessie Carry Saunders,http://books.google.com/books/content?id=cPpIPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=cPpIPAAACAAJ&dq=Not+on+Love+Alone:+A+Year+of+Delicious+Dinners+and+More+for+Newlyweds&hl=&cd=1&source=gbs_api,Marlowe & Company,2007,http://books.google.com/books?id=cPpIPAAACAAJ&dq=Not+on+Love+Alone:+A+Year+of+Delicious+Dinners+and+More+for+Newlyweds&hl=&source=gbs_api,1.0,29.704370023320795
Soft To Touch Colors Bilingual (Soft to Touch),Happy Baby: Words 'Soft-to-touch' with simple clear images labelled to increase your child's vocabulary-truly a first book for your baby.,Roger Priddy,http://books.google.com/books/content?id=xwljEq_fFiAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xwljEq_fFiAC&printsec=frontcover&dq=Soft+To+Touch+Colors+Bilingual+(Soft+to+Touch)&hl=&cd=1&source=gbs_api,Macmillan,2004-01-03,http://books.google.com/books?id=xwljEq_fFiAC&dq=Soft+To+Touch+Colors+Bilingual+(Soft+to+Touch)&hl=&source=gbs_api,2.0,29.704370023320795
The Autobiography of Calvin Coolidge,"Amity Shlaes reclaimed a misunderstood president with her bestselling biography Coolidge. Now she presents an expanded and annotated edition of that president’s masterful memoir. The Autobiography of Calvin Coolidge is as unjustly neglected as Calvin Coolidge himself. The man caricatured as “Silent Cal” was a gifted writer. The New York Times called him “the most literary man who has occupied the White House since 1865.” One biographer wrote that Coolidge’s autobiography “displays a literary grace that is lacking in most such books by former presidents.” The Coolidge who emerges in these pages is a model of character, principle, and humility—rare qualities in Washington. The autobiography offers great insight into the man and his philosophy. Calvin Coolidge’s leadership provides urgent lessons for our age of exploding debt and government power. Shlaes and coeditor Matthew Denhart, president of the Calvin Coolidge Presidential Foundation, underscore those lessons in an enlightening introduction and annotations to Coolidge’s text. This handsome new edition is the first to appear in nearly fifteen years. It includes several of Coolidge’s greatest speeches, more than a dozen photographs, a timeline of Coolidge’s life, and other new material. This autobiography combats the myths about one of our most misunderstood presidents. It also shows us how much we still have to learn from Calvin Coolidge.",Calvin Coolidge,http://books.google.com/books/content?id=-0kQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=-0kQEAAAQBAJ&printsec=frontcover&dq=The+Autobiography+of+Calvin+Coolidge&hl=&cd=1&source=gbs_api,Open Road Media,2021-01-12,https://play.google.com/store/books/details?id=-0kQEAAAQBAJ&source=gbs_api,2.0,29.704370023320795
What Your Doctor May Not Tell You About Fibromyalgia Fatigue: The Powerful Program That Helps You Boost Your Energy and Reclaim Your Life,"The authors of the successful ""What Your Doctor May Not Tell You About Fibromyalgia"" present a revolutionary new guide to help sufferers relieve their chronic fatigue.","R. Paul St. Amand, Claudia Craig Marek",http://books.google.com/books/content?id=SR06AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=SR06AQAAQBAJ&printsec=frontcover&dq=What+Your+Doctor+May+Not+Tell+You+About+Fibromyalgia+Fatigue:+The+Powerful+Program+That+Helps+You+Boost+Your+Energy+and+Reclaim+Your+Life&hl=&cd=1&source=gbs_api,Hachette UK,2003-10-01,https://play.google.com/store/books/details?id=SR06AQAAQBAJ&source=gbs_api,2.0,10.98
Playboy Adult Magazine: July 2000,"Pornography catapulted to the forefront of the American women's movement in the 1980s. In Battling Pornography, Carolyn Bronstein locates the origins of anti-pornography sentiment in the turbulent social and cultural history of the late 1960s and 1970s. Based on extensive original archival research, the book reveals that the seeds of the movement were planted by groups who protested the proliferation of advertisements, Hollywood films and other mainstream media that glorified sexual violence. Over time, feminist leaders redirected the emphasis from violence to pornography to leverage rhetorical power. Battling Pornography presents a fascinating account of the rise and fall of this significant American social movement and documents the contributions of influential activists on both sides of the pornography debate, including some of the best-known American feminists.",Carolyn Bronstein,http://books.google.com/books/content?id=EYheMTwz2qIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=EYheMTwz2qIC&pg=PA136&dq=Playboy+Adult+Magazine:+July+2000&hl=&cd=1&source=gbs_api,Cambridge University Press,2011-06-27,https://play.google.com/store/books/details?id=EYheMTwz2qIC&source=gbs_api,4.0,29.704370023320795
The Spiral Dance 10th Anniversary Edition (A Rebirth of the Ancient Religion of the Great Goddess),"The twentieth anniversary edition of The Spiral Dance celebrates the pivotal role the book has had in bringing Goddess worship to the religious forefront. This bestselling classic is both an unparalleled reference on the practices and philosophies of Witchcraft and a guide to the life-affirming ways in which readers can turn to the Goddess to deepen their sense of personal pride, develop their inner power, and integrate mind, body, and spirit. Starhawk's brilliant, comprehensive overview of the growth, suppression, and modern-day re-emergence of Wicca as a Goddess-worshipping religion has left an indelible mark on the feminist spiritual consciousness. In a new introduction, Starhawk reveals the ways in which Goddess religion and the practice of ritual have adapted and developed over the last twenty years, and she reflects on the ways in which these changes have influenced and enhanced her original ideas. In the face of an ever-changing world, this invaluable spiritual guidebook is more relevant than ever.",Starhawk,http://books.google.com/books/content?id=XGzxpDzbqG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=XGzxpDzbqG8C&printsec=frontcover&dq=The+Spiral+Dance+10th+Anniversary+Edition+(A+Rebirth+of+the+Ancient+Religion+of+the+Great+Goddess)&hl=&cd=1&source=gbs_api,Harper Collins,2011-09-13,https://play.google.com/store/books/details?id=XGzxpDzbqG8C&source=gbs_api,1.0,29.704370023320795
The Categorical Imperative,A classic exposition of Kant's ethical thought.,H. J. Paton,http://books.google.com/books/content?id=8Y7RS1cM9KUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=8Y7RS1cM9KUC&printsec=frontcover&dq=The+Categorical+Imperative&hl=&cd=1&source=gbs_api,University of Pennsylvania Press,1971-10-29,http://books.google.nl/books?id=8Y7RS1cM9KUC&dq=The+Categorical+Imperative&hl=&source=gbs_api,1.0,29.704370023320795
PALM SUNDAY,"“[Kurt Vonnegut] is either the funniest serious writer around or the most serious funny writer.”—Los Angeles Times Book Review In this self-portrait by an American genius, Kurt Vonnegut writes with beguiling wit and poignant wisdom about his favorite comedians, country music, a dead friend, a dead marriage, and various cockamamie aspects of his all-too-human journey through life. This is a work that resonates with Vonnegut’s singular voice: the magic sound of a born storyteller mesmerizing us with truth. “Vonnegut is at the top of his form, and it is wonderful.”—Newsday",Kurt Vonnegut,http://books.google.com/books/content?id=Zd_9o3uyoVsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Zd_9o3uyoVsC&printsec=frontcover&dq=PALM+SUNDAY&hl=&cd=1&source=gbs_api,Dial Press,2009-09-30,https://play.google.com/store/books/details?id=Zd_9o3uyoVsC&source=gbs_api,2.0,19.95
